,CollegeName,TotalRegistrations,State
1792,RGM COLLAGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1793,RGM COLLEGE OF ENGINEERING,1,Andhra Pradesh
1794,RAMACHANDRAN COLLEGE OF ENGINEERING,1,Tamil Nadu
1795,"DR. B.C. ROY ENGINEERING COLLEGE, DURGAPUR",1,West Bengal
1796,DR LANKAPALLI BULLAYA COLLEGE OF ENGINEERING,1,Andhra Pradesh
1797,DR MGR UNIVERSITY,1,Tamil Nadu
1798,DR PAUL RAJ ENGINEERING COLLEGE/JNTUK,1,Andhra Pradesh
1799,DR PAULRAJ ENGINEERING COLLEGE,1,Tamil Nadu
1800,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, LUCKNOW",1,Uttar Pradesh
1801,DR. B. C. ROY ENGINEERING COLLEGE,1,West Bengal
1802,DECCAN FINE CHEMICALS,1,Telangana
1803,RGM-RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1804,RGMCET - RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY(AUTONOMOUS),1,Not Found
1805,RGMCET ENGINEERING,1,Andhra Pradesh
1806,RGMCET-RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1807,RGMCET-RAJIVEE GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECNOLOGYCY,1,Andhra Pradesh
1808,RGUKT,1,Andhra Pradesh
1809,RGUKT - RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES NUZVID,1,Andhra Pradesh
1810,RGUKT - SRIKAKULAM,1,Andhra Pradesh
1811,RGUKT BASAR -IIIT,1,Telangana
1812,RGUKT IIIT RKVALLEY,1,Andhra Pradesh
1813,RGUKT NUZIVID,1,Andhra Pradesh
1814,RGUKT RKVALLEY,1,Andhra Pradesh
1815,RGUKT(IIIT),1,Andhra Pradesh
1816,RGUKT(IIIT)-SRIKAKULAM,1,Andhra Pradesh
1817,"RGUKT, NUZVID",1,Andhra Pradesh
1818,"RGUKT, RK VALLEY",1,Andhra Pradesh
1819,"RGUKT,BASAR",1,Telangana
1820,"RGUKT,NUZVID",1,Not Found
1821,RGUKT- RAJIV GANDHI UNIVERSITY KNOWLEDGE TECHNOLOGIES - BASAR,1,Telangana
1822,RGUKT-B,1,Telangana
1823,RGM COLLEGE OF ENGINEERING AND Y,1,Andhra Pradesh
1824,DR AMBEDKAR INSTITUTE OF TECHNOLOGY,1,Not Found
1825,DR B R AMBEDKAR INSTITUTE OF MANAGEMENT AND TECHNOLOGY,1,Punjab
1826,DR BHIMRAO AMBEDKAR UNIVERSITY AGRA,1,Uttar Pradesh
1827,DR BR AMBEDKAR NATIONAL INSTITUTE OF TECHNOLOGY,1,Not Found
1828,RK COLLEGE OF ENGINEERING,1,Not Found
1829,RK DEGREE AND PG COLLEGE,1,Andhra Pradesh
1830,RMK COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
1831,ROBERT BOSCH GLOBAL SOFTWARE,1,Karnataka
1832,ROBERT MORRIS UNIVERSITY,1,US
1833,RGUKT-BASARA,1,Telangana
1834,RGUKT-IIIT,1,Not Found
1835,RGUKT-RK,1,Andhra Pradesh
1836,RISH,1,Odisha
1837,RISHI MS INSTITUTE OF ENGEENERING AND TECHNOLOGY FOR WOMEN,1,Telangana
1838,RISHI MS INSTITUTE OF TECHNOLOGY AND ENGINEERING COLLEGE,1,Telangana
1839,RISHI MS INSTITUTE OF TECHNOLOGY FOR WOMEN,1,Telangana
1840,RISHI UBR COLLEGE FOR WOMEN'S,1,Punjab
1841,RISHI UBR COLLEGE FOR WOMENS,1,Telangana
1842,RISHI UBR DEGREE WOMEN'S COLLEGE,1,Andhra Pradesh
1843,RISHI UBR WOMEN'S CLG,1,West Bengal
1844,DHANA LAKSHMI SRINIVASAN UNIVERSITY,1,Tamil Nadu
1845,DHANEKULA INSTITUTE OF TECHNOLOGY AND ENGINEERING,1,Not Found
1846,DHANLAKSHMI SRINIVASAN UNIVERSITY TRICHY,1,Tamil Nadu
1847,DIABSOLUT,1,Goa
1848,"DIET, GANGURU",1,Andhra Pradesh
1849,DIGITALOPS,1,Telangana
1850,DIPLOMA COMPLETED AND GOING TO BETCH AS LATERAL ENTRY,1,-
1851,DIRECTV,1,-
1852,DIVINCI INNOVATIVE SOLLUTIONS,1,Tamil Nadu
1853,RISHI UBR WOMEN'S DEGREE COLLEGE,1,Uttar Pradesh
1854,RISHI UBR WOMENS' COLLEGE,1,Uttar Pradesh
1855,RISHI UBR women's college,1,Uttar Pradesh
1856,RISHIHOOD UNIVERSITY,1,Haryana
1857,RITHEESHTALLURI2@GMAIL.COM,1,-
1858,RITW - RISHI MS INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,1,Telangana
1859,RITW - RISHI UBR WOMEN'S COLLEGE,1,West Bengal
1860,Rishi UBR women's College,1,Uttar Pradesh
1861,Rishi Ubr Women College,1,Uttar Pradesh
1862,Rishi Ubr Women'S Degree College,1,Uttar Pradesh
1863,ROHITH VELTURI,1,Telangana
1864,RTMNU,1,Maharashtra
1865,RUTGERS UNIVERSITY NEW BRUNSWICK,1,US
1866,RV INSTITUTE OF TECHNOLOGY,1,Karnataka
1867,RV INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1,Karnataka
1868,RVCE,1,Karnataka
1869,"RVR & JC COLLEGE OF ENGINEERING,GUNTUR",1,Andhra Pradesh
1870,RVR &JC CE,1,Andhra Pradesh
1871,RVR AND JC COLLEGE (GUNTUR),1,Andhra Pradesh
1872,RVRJCCE,1,Andhra Pradesh
1873,"Rajiv Gandhi University Of Knowledge Technologies, Srikakulam",1,Andhra Pradesh
1874,RISHI UBR WOMEN'S DEGREE,1,Karnataka
1875,DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY,1,Delhi
1876,D.R B.C ROY ENGINEERING COLLEGE,1,West Bengal
1877,DAVID MEMORIAL COLLEGE,1,Karnataka
1878,DAYANAND SAGAR COLLEGE OF ENGINEERING,1,Karnataka
1879,DAYANANDA SAGAR ACADEMY OF TECH & MGMT,1,Karnataka
1880,"DAYANANDA SAGAR ACADEMY OF TECHNOLOGY AND MANAGEMENT (DSATM) , BANGLORE",1,Karnataka
1881,DAYANANDA SAGAR COLLEGE OF ENGINEERING,1,Karnataka
1882,DAYANANDA SAGAR COLLEGE OF ENGINEERING COLLEGE,1,Karnataka
1883,DB4CLOUD TECHNOLOGY PVT LTD,1,Telangana
1884,DBSIT COLLEGE,1,Punjab
1885,DCRUST,1,Haryana
1886,CONCENTRIX,1,Not Found
1887,Rishi M.S Institute of Engineering and Technology for Women,1,Telangana
1888,Rishi M.S institute of engineering and technology for women,1,Telangana
1889,Rishi M.S.institute of Engineering and technology For women,1,Telangana
1890,Rishi UBR Women's college,1,Uttar Pradesh
1891,Rishi UBR woman's college,1,Andhra Pradesh
1892,"S.A ENGINEERING COLLEGE, CHENNAI",1,Tamil Nadu
1893,S.L.R.PRATHIBHA MODEL DEGREE COLLEGE,1,Andhra Pradesh
1894,S.R.K INSTITUTE OF TECHNOLOGY ENIKEPADU,1,Not Found
1895,S.V.D.G.D.C.WOMEN IN NIDADAVOLU,1,Andhra Pradesh
1896,S.V.DEGREE COLLEGE,1,Andhra Pradesh
1897,SACET STUDENT,1,Telangana
1898,Rishi Ubr Womens degree college,1,Uttar Pradesh
1899,Rishi ubr women college,1,Uttar Pradesh
1900,Rishi ubr women degree College,1,Andhra Pradesh
1901,Rishi ubr women's clg,1,West Bengal
1902,Rishi ubr women's college B.COM,1,Karnataka
1903,Rishi ubr womens collage,1,Maharashtra
1904,Rishi women's degree college,1,Andhra Pradesh
1905,Rishi women’s,1,West Bengal
1906,Rishiubr Womens College,1,Assam
1907,"Rajiv Gandhi University of knowledge technologies, nuzvid, Andhrapradesh",1,Andhra Pradesh
1908,SAGI RAMA KRISHNAM RAJU ENGNERRING COLLEGE,1,Andhra Pradesh
1909,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE BHIMAVARAM,1,Andhra Pradesh
1910,"SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE, CHINAMIRAM",1,Andhra Pradesh
1911,SAGI RAMKRISHNAM RAJU ENGINEERING COLLEGE,1,Not Found
1912,"SAHYADRI COLLEGE OF ENGINEERING AND MANAGEMENT, MANGALORE",1,Karnataka
1913,SAI GANAPATHI ENGINEERING COLLEGE,1,Not Found
1914,SAI SPURTHI INSTITUTE OF TECHNOLOGY,1,Telangana
1915,Rishiubrwomenscollege,1,Assam
1916,Rishiurwomensdegreecollege,1,West Bengal
1917,"Rustamji Institute of Technology (BSF), Gwalior",1,Madhya Pradesh
1918,S J C INSTITUTE OF TECHNOLOGY,1,Karnataka
1919,S R K R ENGINEERING COLLEGE,1,Not Found
1920,"S R M UNIVERSITY , KATTANKULATHUR , CHENNAI",1,Tamil Nadu
1921,S R M institute of science and technology,1,Tamil Nadu
1922,S R UNIVERSITY,1,Telangana
1923,S.A ENGINEERING COLLEGE,1,Tamil Nadu
1924,CR RAO ADVANCED INSTITUTE OF MATHEMATICS AND STATISTICS,1,Telangana
1925,CREATIVE MULTIMEDIA COLLEGE OF FINE ARTS,1,Telangana
1926,CRRAO AIMSCS,1,Maharashtra
1927,CRRAO INSTITUTE,1,Telangana
1928,CT UNIVERSITY,1,Not Found
1929,CUH,1,Haryana
1930,CVRT,1,Not Found
1931,Cbse School,1,-
1932,"Chaudhary Devi Lal University, Sirsa",1,Haryana
1933,D Y PATIL UNIVERSITY,1,Maharashtra
1934,CMR ENGNEERING COLLEGE,1,Telangana
1935,SAGI RAMA KRISHNAM RAJU,1,Andhra Pradesh
1936,"SAGI RAMA KRISHNAM RAJU COLLEGE, BHIMAVARAM",1,Andhra Pradesh
1937,"SAGI RAMA KRISHNAM RAJU COLLEGE,BHIMAVARAM",1,Andhra Pradesh
1938,SAGI RAMA KRISHNAM RAJU ENGINEERING AFFILIATED JNTUK,1,Andhra Pradesh
1939,SAGI RAMA KRISHNAM RAJU ENGINEERING COLLEGE.,1,Not Found
1940,SAI SUDHIR DEGREE PG CLG,1,Andhra Pradesh
1941,SAI UNIVERSITY,1,Tamil Nadu
1942,SAI VIDYA INSTITUTE OF TECHNOLOGY,1,Karnataka
1943,SAILS SOFTWARE SOLUTIONS,1,Tamil Nadu
1944,SAMHITHA DEGREE COLLEGE,1,Telangana
1945,SAMSKAR ELECTRONICS PVT LTD,1,Gujarat
1946,SAMSKRUTHI COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1947,SANDIP UNIVERSITY,1,Maharashtra
1948,SANDIP UNIVERSITY NASHIK,1,Maharashtra
1949,SANJEEV DEGREE COLLEGE,1,Telangana
1950,SANKETIKA VIDYA PARISHAD ENGENEERING COLLEGE,1,Andhra Pradesh
1951,SAGE UNIVERSITY INDORE,1,Madhya Pradesh
1952,CONCORDIA UNIVERSITY,1,CANADA
1953,CONCORDIA UNIVERSITY WISCONSIN,1,US
1954,COVENTRY UNIVERSITY,1,Punjab
1955,COVESTRO AG,1,Maharashtra
1956,COGNITIVEBOTICS,1,Karnataka
1957,COLLEGE OF ENGINEERING PUNE,1,Maharashtra
1958,"COLLEGE OF ENGINEERING, GUINDY. ANNA UNIVERSITY, CHENNAI.",1,Tamil Nadu
1959,COMMUNITY DREAMS FOUNDATION,1,Tamil Nadu
1960,COMPUTER SCIENCE & ENGINEERING,1,-
1961,CHENNAI INSTITUTE OF TECHNOLOGY (AUTONOMOUS) - ANNA UNIVERSITY,1,Not Found
1962,SAROJINI NAIDU VANITA MAHA VIDYALAYA,1,Telangana
1963,SASI,1,Tamil Nadu
1964,SASI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1965,SASI INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
1966,SASI INSTITUTE OF TECHNOLOGY AND ENGINERRING,1,Andhra Pradesh
1967,SASI INTSITUTE OF TECHNOLOGY AND ENGINEERING,1,Andhra Pradesh
1968,SASTRA,1,Tamil Nadu
1969,SASTRA DEMMED UNIVERSITY,1,Tamil Nadu
1970,SATAVHANA,1,Maharashtra
1971,SATHAVAHANA UNIVERSITY ALPHORSE WOMEN’S DEGREE AND PG COLLAGE,1,Telangana
1972,CHHS,1,Chhattisgarh
1973,CHICAGO STATE UNIVERSITY,1,US
1974,CHIRAYU,1,Chhattisgarh
1975,CHRIST ACADEMY INSTITUTE FOR ADVANCED STUDIES,1,Karnataka
1976,CHRIST UNIVERSITY,1,Karnataka
1977,"CLUSTER INNOVATION CENTRE, UNIVERSITY OF DELHI",1,Delhi
1978,CME COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1979,SATHYABAMA UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
1980,SATYA DEGREE & PG COLLEGE,1,Telangana
1981,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,1,Tamil Nadu
1982,SAVEETHA INSTITUTION OF MEDICAL AND TECHNICAL SCIENCES,1,Tamil Nadu
1983,SAVITRIBAI PHULE PUNE UNIVERSITY,1,Maharashtra
1984,SCALER,1,Karnataka
1985,SCALER SCHOOL OF TECHNOLOGY,1,Not Found
1986,CMR TECHNICAL CAMPUS,1,Telangana
1987,COGNICO,1,Telangana
1988,SHRI MADHWA VADIRAJA INSTITUTE OF TECHNOLOGY & MANAGEMENT (SMVITM),1,Karnataka
1989,SHRI RAM MURTI SMARAK COLLEGE OF ENGINEERING AND TECHNOLOGY BAREILLY,1,Not Found
1990,SHRI VISHNU ENGENEERING COLLEGE FOR WOMEN,1,Andhra Pradesh
1991,SHRI VISHNU ENGINEERING COLLEGE FOE WOMEN,1,Andhra Pradesh
1992,"SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN (SVECW),BHIMAVARAM",1,Andhra Pradesh
1993,"SCHOOL OF COMPUTER & INFORMATION SCIENCES, UNIVERSITY OF HYDERABAD.",1,Telangana
1994,SCHOOL OF INFORMATION TECHNOLOGY RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA BHOPAL,1,Madhya Pradesh
1995,SCHOOL OF MANAGEMENT SCIENCES LUCKNOW,1,Uttar Pradesh
1996,SDHR DEGREE COLLEGE,1,Andhra Pradesh
1997,SEA COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Karnataka
1998,SEARS,1,Andhra Pradesh
1999,SELECTSYS,1,Tamil Nadu
2000,"SESHADRI RAO GUDALVALLERU ENGINEERING COLLEGE, ANDHRA PRADESH",1,Andhra Pradesh
2001,SESHADRI RAO GUDLAVALLERU ENGENEERING COLLEGE,1,Andhra Pradesh
2002,SESHADRI RAO GUDLAVALLERU ENGINEEING COLLEGE,1,Andhra Pradesh
2003,SATHYABAMA,1,Tamil Nadu
2004,CHALAWADA RAMANAMMA ENGINEERING COLLEGE,1,Andhra Pradesh
2005,CHAMELI DEVI INSTITUTE OF PROFESSIONAL STUDIES INDORE,1,Madhya Pradesh
2006,"CHANAKYA UNIVERSITY, BENGALURU",1,Karnataka
2007,"CHANDIGARH COLLEGE OF ENGINEERING, JHANJERI, MOHALI",1,Punjab
2008,"CHANDIGARH COLLEGE OF ENGINEERING, MOHALI",1,Punjab
2009,CHANDIGARH ENGINEERING COLLEGE,1,Chandigarh
2010,CHANDIGARH GROUP OF COLLEGES JHANJERI,1,Punjab
2011,CHATRAPATHI INSTITUTE OF TECHNOLOGY AND ENGINEERING,1,Telangana
2012,CHEDAWADA RAMANAMA ENGINEERING COLLEGE,1,Not Found
2013,SHESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,1,Not Found
2014,SHIV NADAR INSTITUTE OF EMINENCE,1,Uttar Pradesh
2015,SHIV NADAR UNIVERSITY,1,Uttar Pradesh
2016,"SHIV NADAR UNIVERSITY, NCR",1,Uttar Pradesh
2017,SHREE MEDHA DEGREE COLLEGE,1,Andhra Pradesh
2018,SHRI GNANAMBICA DEGREE COLLEGE,1,Andhra Pradesh
2019,"SHRI GNANAMBICA DEGREE COLLEGE, MADANAPALLE",1,Andhra Pradesh
2020,"SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN, BHIMAVARAM",1,Not Found
2021,SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN.,1,Andhra Pradesh
2022,SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN’S,1,Andhra Pradesh
2023,SHRI VISHNU ENGINERING COLLEGE FOR WOMEN,1,Andhra Pradesh
2024,SHRI VISHNU ENGINERRING COLLEGE FOR WOMEN,1,Andhra Pradesh
2025,SHRIDEVI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Not Found
2026,SIDDARTH INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Not Found
2027,SIDDHARTH EDUCATION ACADEMY GROUP OF INSTITUTIONS,1,Andhra Pradesh
2028,SIDDHARTHA ACADEMY OF HIGHER EDUCATION,1,Andhra Pradesh
2029,SIDDHARTHA DEGREE AND PG COLLEGE,1,Andhra Pradesh
2030,SIDDHARTHA INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Andhra Pradesh
2031,"SIDDHARTHA INSTITUTE OF SCIENCE AND TECHNOLOGY, PUTTUR",1,Andhra Pradesh
2032,SIDDHARTHA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
2033,SHADAN WOMEN'S COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2034,CHALAPATHI INSTITUTE OF ENGINEERING AND TECHNOLOGY (CIET) LAM,1,Andhra Pradesh
2035,CHALAPATHI INSTITUTE OF TECHNOLOGY,1,Not Found
2036,SJC INSTITUTE OF TECHNOLOGY,1,Karnataka
2037,SJM INSTITUTE OF TECHNOLOGY,1,Karnataka
2038,"SKIT , JAIPUR",1,Rajasthan
2039,SIDDHARTHA INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Telangana
2040,SIDHARTHA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Not Found
2041,SIES GRADUATE SCHOOL OF TECHNOLOGY,1,Maharashtra
2042,SIET,1,Tamil Nadu
2043,SIIET,1,Punjab
2044,SILVER OAKS INTERNATIONAL SCHOOL,1,Telangana
2045,SIMATS ENGINEERING,1,Tamil Nadu
2046,SIMON FRASER UNIVERSITY,1,CANADA
2047,SIMPLIFORGE CREATIONS,1,Maharashtra
2048,SIR C R REDDY COLLEGE,1,Not Found
2049,SIR C R REDDY COLLEGE AND ENGINEERING,1,Not Found
2050,SIR C R REDDY COLLEGE OF ENGINEERING ELURU,1,Andhra Pradesh
2051,SIR C R REDDY ENGINEERING COLLEGE OF ENGINEERING,1,Andhra Pradesh
2052,CHAITANYA DEEMED TO BE UNIVERSITY HYDERABAD,1,Not Found
2053,CHAITANYA DEEMED UNIVERSITY,1,Andhra Pradesh
2054,CHAITANYA DEMEED TO BE UNIVERSITY,1,Not Found
2055,CHAITANYA DEMMED TO BE UNIVERSITY,1,Andhra Pradesh
2056,CHAITANYA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Andhra Pradesh
2057,CHAITANYA UNIVERSITY,1,Andhra Pradesh
2058,BYTE QODE DIGITALS PVT LTD,1,Telangana
2059,"SIR CR REDDY COLLEGE OF ENGINEERING, ELURU",1,Andhra Pradesh
2060,SIR CR REDDY COLLEGE OF ENGINNERING,1,Andhra Pradesh
2061,SIR CR REDDY POLYTECHNIC,1,Andhra Pradesh
2062,SIR M VISVESVARAYA COLLGE OF ENGINEERING,1,Karnataka
2063,SIR MVIT INSTITUTE OF TECHNOLOGY,1,Karnataka
2064,SIR.C.R.REDDY COLLEGE OF ENGINEERING,1,Andhra Pradesh
2065,SIRCRREDDY COLLEGE OF ENGINEERING,1,Telangana
2066,SIST - SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
2067,SIVA SIVANI INSTITUTE OF MANAGEMENT,1,Telangana
2068,"SREE CHAITHANYA DEGREE COLLEGE, AFFLICTED BY VIKRAM SINGAPURI UNIVERSITY",1,Andhra Pradesh
2069,SMCE,1,Tamil Nadu
2070,SNIS - SREENIDHI INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Telangana
2071,SNIST - SREENIDHI INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Telangana
2072,SNIST- SREENIDHI INSTITUTE OF SCIENCE AND TEXHNOLOGY,1,Telangana
2073,SNS COLLEGE OF ENGINEERING,1,Tamil Nadu
2074,"SOBHASARIA GROUP OF INSTITUTIONS, SIKAR",1,Rajasthan
2075,SOCIAL PRACHER,1,Telangana
2076,SOILSOFT TECHNOLOGIES,1,Tamil Nadu
2077,SIR C.R.REDDY COLLEGE OF ENGINEERING ELURU,1,Andhra Pradesh
2078,CENTRAL UNIVERSITY OF RAJASTHAN,1,Rajasthan
2079,CENTURION UNIVERSITY,1,Odisha
2080,CGI,1,Karnataka
2081,CHADALAWADA RAMANAMMA ENGINEERING COLLEGE TIRUPATI,1,Andhra Pradesh
2082,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2083,CHAITANYA DEEMED TO BE UNIVERISTY,1,Andhra Pradesh
2084,SREE VENKATESHWARA COLLEGE OF ENGINEERING,1,Andhra Pradesh
2085,SREE VENKATESHWARA ENGINEERING COLLEGE,1,Andhra Pradesh
2086,SREE VENKATESWARA COLLEGE OF ENGINEERING,1,Andhra Pradesh
2087,SREE VIDYANEKETHAN ENGINEERING COLLEGE,1,Not Found
2088,SREE VIDYANIKETAN ENGENEERING COLLEGE,1,Andhra Pradesh
2089,SREEN,1,Kerala
2090,SREENIDHI UNIVERSITY,1,Telangana
2091,SOLERA INC,1,Tamil Nadu
2092,SOURASHTRA COLLEGE,1,Tamil Nadu
2093,SP COLLEGE PADMARAONAGAR,1,Telangana
2094,SR COLLAGE,1,Telangana
2095,SR ENGINEERING COLLEGE,1,Not Found
2096,SR GEC,1,Telangana
2097,SR&BGNR COLLEGE,1,Telangana
2098,SR&BGNR COLLEGE KHAMMAM,1,Telangana
2099,SR.ENGINEERING COLLEGE,1,Telangana
2100,Banaras Hindu University,1,Uttar Pradesh
2101,Bcom computers final year osmania university,1,Telangana
2102,C R RAO AIMSCS,1,Telangana
2103,C.R RAO AIMSCS,1,Odisha
2104,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA, USA",1,Not Found
2105,"CALIFORNIA STATE UNIVERSITY, FRESNO",1,US
2106,CAMBRIDGE INSTITUTE OF TECHNOLOGY,1,Karnataka
2107,CARGILL BUSINESS SERVICES,1,Karnataka
2108,CARNEGIE MELLON UNIVERSITY AFRICA,1,AFRICA
2109,CCE,1,Goa
2110,"CCE , JHANJERI , MOHALI",1,Punjab
2111,CENTRAL UNIVERSITY OF JAMMU,1,Jammu and Kashmir
2112,SREE RAMACHANDRA DEGREE AND PG COLLEGE,1,Andhra Pradesh
2113,SREE VAHINI INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Not Found
2114,"SREE VAHINI INSTITUTE OF SCIENCE AND TECHNOLOGY,TIRUVUR",1,Andhra Pradesh
2115,SREE VEKATESWARA COLLEGE OF ENGINEERING,1,Not Found
2116,SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING,1,Tamil Nadu
2117,"SRI VASAVI ENGINEEING COLLEGE, PEDATADEPALLI",1,Andhra Pradesh
2118,SRGEC,1,Telangana
2119,SRGEC- SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,1,Andhra Pradesh
2120,SRI BALAJI UNIVERSITY PUNE,1,Maharashtra
2121,SRI CHAITANYA,1,Andhra Pradesh
2122,SRI CHAITANYA INSTITUTE OF TECHNOLOGY SCIENCES,1,Telangana
2123,SRI CHANDRASEKHARENDRA SARASWATHI VISWA MAHAVIDYALAYA,1,Tamil Nadu
2124,SRI DURGA MALLESWARA SIDDHARTHA MAHILA KALASALA,1,Andhra Pradesh
2125,SRI HARSHINI DEGREE COLLEGE,1,Andhra Pradesh
2126,SRI INDU COLLEGE OF ENGINNERING AND TECHNOLOGY,1,Telangana
2127,SRI INDU ENGINEERING AND TECHNOLOGY,1,Telangana
2128,SRI INDUU INSTITUTE OF ENGINEERING & TECHNOLOGY,1,Telangana
2129,SRI KAALAHASTISWARA INSTITUTE OF INFORMATION AND MANAGEMENT SCIENCES,1,Andhra Pradesh
2130,SRI KRISHNA ADITHYA COLLEGE OF ARTS AND SCIENCE,1,Tamil Nadu
2131,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,1,Telangana
2132,SRI VENKATESHWARA UNIVERSITY,1,Andhra Pradesh
2133,"SRI VENKATESHWARA UNIVERSITY COLLEGE OF ENGINEERING, TIRUPATI",1,Andhra Pradesh
2134,SRI VENKATESWARA COLLEGE OF ENGINEERING (SVCE) TIRUPATI,1,Not Found
2135,SRI KRISHNA COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Not Found
2136,SRI KRISHNA DEVARAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
2137,SRI KRISHNA DEVARAYA UNIVERSITY,1,Andhra Pradesh
2138,SRI KRISHNADEVARAYA UNIVERSITY,1,Not Found
2139,SRI MITTAPALI INSTITUTE OF TECHNOLOGY FOR WOMEN,1,Andhra Pradesh
2140,SRI MITTAPALLI COLLEGE OF ENGINEERING,1,Not Found
2141,SRI RAMASWAMY MEMORIAL UNIVERSITY INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Not Found
2142,SRI SAI ADITYA DEGREE COLLEGE,1,Telangana
2143,SRI SAI COLLEGE OF MANAGEMENT,1,Punjab
2144,SRI SAI KRISHNA DEGREE COLLEGE,1,Andhra Pradesh
2145,SRI SAIRAM COLLEGE OF ENGINEERING,1,Karnataka
2146,SRI SAIRAM INSTITUTE OF TECHNOLOGY,1,Tamil Nadu
2147,SRI SIVANI COLLEGE OF ENGG,1,Andhra Pradesh
2148,BV RAJU INSTITUTE OF TECHNOLOGY,1,Telangana
2149,"BVC COLLEGE OF ENGINEERING, RAJAHMUNDRY",1,Not Found
2150,BVC ENGINEERING COLLEGE ODALAREVU,1,Andhra Pradesh
2151,BVC INSTITUTE OF TECHNOLOGY AND SCIENCE AMALAPURAM,1,Andhra Pradesh
2152,BVCE,1,Telangana
2153,BVCITS,1,Gujarat
2154,BVRIT,1,Not Found
2155,BVRIT HYDERABAD ENGINEERING FOR WOMEN,1,Telangana
2156,"BONAM VENKATA CHALAMAYYA ENGINEERING COLLEGE, ODALAREVU.",1,Not Found
2157,"SRI VASAVI ENGINEERING COLLEGE ,TADEPALLIGUDEM",1,Andhra Pradesh
2158,SRI VASAVI GMR DEGREE COLLEGE,1,Andhra Pradesh
2159,SRI VASAVI INSTITUTE OF ENGINEERING AND TECHNOLOGY NANDAMURU,1,Andhra Pradesh
2160,SRI VENKATESHWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
2161,"SRI VENKATESHWARA COLLEGE OF ENGINEERING AND TECHNOLOGY, ETCHERLA",1,Not Found
2162,"SRI VENKATESHWARA COLLEGE OF ENGINEERING, BENGALURU",1,Karnataka
2163,"SRI VENKATESHWARA COLLEGE,BENGALORE",1,Karnataka
2164,SRINIVASA INSTITUTE OF ENGINEERING AND TECHNOLOGY CHEYYERU-AMALAPURAM,1,Andhra Pradesh
2165,SRINIVASA INSTITUTE OF ENGINEERING TECHNOLOGY TECHNOLOGY,1,Andhra Pradesh
2166,SRINIVASA INSTITUTION OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
2167,SRINIVASA LNSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
